Mata Pelajaran,Soal,Jawaban,Skor,Keterangan
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"kriya ada kerjainan bambu, sedangkan kuliner berfokus ke makanan salah satunya seperti pecel lele.",8,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,"Dapat dilihat, dinikmati, dirasakan",0,Jawaban Siswa
Seni,Nama lain dari dua dimensi,2D,0,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,Seni rupa 2 dimensi adalah seni yang dibuat manual dan membutuhkan  Perjuangan Penuh agar hasil seni lebih optimal.,0,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,tidak ada,0,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,"Perbedaan Senu murni dan seni terapan :
Seni murni yang dibentuk tanpa tambahan tambahan dari seni lain dan sangat berbeda dari lainnya.
Seni rupa yang dibentuk dengan tambahan tambahan lain yang menyerupai seni lainnya.",0,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,Fungsi warna dalam karya seni rupa dua dimensi juga sangat penting karena bagiku karya seni dua dimensi hanya berwarna sedikit itu bukan seni.,10,Jawaban Siswa
Seni,Jelaskan industry kreatif,tidak ada,0,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,tidak ada,0,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,"karena, dibidang industry kreatif karya seni 2D",0,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"Industry kreatif di bidang :
-Subsector kriya : Seperti spart motor, komponen komponen motor
-Kuliner : seperti makanan makanan khas daerah, jajanan dengan bahan minimalis",5,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,tidak ada,0,Jawaban Siswa
Seni,Nama lain dari dua dimensi,Nama lain dari 2  dimensi adalah Dwi Matra,10,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,Seni yang dari tangan untuk menggambar yang sangat bagus,0,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"Pencampuran warna dengan ungu dan merah.
Pencampuran warna kuning dan merah.
Pencampuran warna hijau dan merah.",0,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,Seni murni ialah seni yang biasa saja tidak mencampurkan warna apapun kalau seni rupa adalah seni gambar atau lukis,0,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,Seni warna kuning yaitu di campur dengan warna hijau dan biru,0,Jawaban Siswa
Seni,Jelaskan industry kreatif,industri kreatif adalah yaitu membikin karya tangan sendiri seperti rumah dari stik atau dll dan di pikir di otak senidri membikin kerajinan tangan,0,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"kerajingan, rajutan tangan, kreatif dari barang bekas, kerajinan tangan",0,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,karya seni rupa adalah terbentuk karya seni rupa yang sangat detail sekali dan rapi.,0,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,karya seni tangan sendiri dan diciptakan oleh tangan sendiri,0,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,"Dapat dilihat, dinikmati, dirasakan",0,Jawaban Siswa
Seni,Nama lain dari dua dimensi,ekraf,0,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,"seni rupa yang diciptakan pada bidang datar yg diwujudkan yang dapat dinikmati dan dilihat degan indra penglihatan (lukisan, poster)",10,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"warna : primer, sekunder, tersier, komplementer.
Garis : gabungan dari titik garis kimit dari suatu benda yang memiliki arahan tertentu.
Titik : unsur terkecil antar suatu karya.",10,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,"Seni rupa : seni yang hasilnya dapat dilihat saja keindahannya (lukisan)
Seni terapan : seni yang hasilnya keindahan dapat digunakan (batik)",10,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,Untuk meluapkan emosional dan mempercantik karya,10,Jawaban Siswa
Seni,Jelaskan industry kreatif,"sektor ekonomi yang berfokus pada Penciptaan, produksi dan diindustrikan, kaya seni rupa yang memiliki nilai estetika, budaya.",10,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"film, musik, permainan, media, pertunjukan, arsitektur, pariwisata, otomatif, Desain, Perikanan.",10,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,karena karya seni rupa memiliki banyak ketertarikan untuk membelinya dan bisa memperindah sebuah ruangan,10,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"kriya : batik, ukiran, keramik
kuliner : basreng (bakso goreng)",10,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,"Titik, garis, bidang, bentuk, warna, gelap terang, ruang",10,Jawaban Siswa
Seni,Nama lain dari dua dimensi,dwimatra,10,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni rupa adalah seni yang dibuat oleh tangan manusia contoh batik atau menjait,0,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,titik : karena setiap karya seni selalu mulai dari titik garis,2,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,"seni murni adalah seni yang dibuat oleh tangan manusia, dan seni rupa terapan seni yang dibantu dengan alat lain",0,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,"fungsi warna dalam karya seni adalah menyampaikan emosi, menarik perhatian, dan menjadi simbol.",10,Jawaban Siswa
Seni,Jelaskan industry kreatif,"Industri kreatif adalah penjualan dari seni seni yang telah dibuat mau dari seni rupa, seni sastra, dan seni terapan.",10,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"fashion, arsitektur",4,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,karena banyakanya minat dan dapat menghasilkan perusahaan dari seni rupa dua dimensi,10,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"batik, ukiran kayu, jepara, fashion, nail art, arsitektur",5,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,titik dan garis,2,Jawaban Siswa
Seni,Nama lain dari dua dimensi,Dwimatra,10,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,seni rupa yang mempunyai dua ukuran atau dua sisi,10,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"Titik, garis, Bidang",10,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,"seni murni, seni yang asli, seni terapan, seni yang ditampilkan",0,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,memperindah karya,10,Jawaban Siswa
Seni,Jelaskan industry kreatif,kemampuan untuk menghasilkan produk,4,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"Periklanan, fashion,arsitektur, DKV, kuliner, tim, musik, kriya, seni rupa, desain grafik",10,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,Karena Penghasilannya cukup besar,0,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"Kriya : patung
Kuliner : Batagor",10,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,"Titik, garis, bidang, bentuk, tekstur",10,Jawaban Siswa
Seni,Nama lain dari dua dimensi,dwimatra,10,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,"seni rupa dua dimensi adalah karya seni yang memiliki dua ukuran (panjang dan lebar) dan hanya bisa dilihat dari satu arah, contohnya lukisan dan gambar.",10,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"unsur-unsur seni rupa meliputi: titik, garis, bidang, bentuk, ruang, warna, tekstur, dan gelap terang.",10,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,"seni murni adalah karya seni yang mengutamakan keindahan (contoh: lukisan), seni terapan adalag karya seni yang memiliki fungsi pakai (contoh: kerajinan desain)",10,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,"kegunaan warna adalah karya seni : memberi keindahan menimbulkan kesan atau emosi, memperjelas objek, dan menciptakan suasana.",10,Jawaban Siswa
Seni,Jelaskan industry kreatif,"industri kreatif adalah industri yang mengandalkan kreativitas, ide dan bakat untuk menghasilkan produk atau jasa bernilai ekonomi.",10,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"subjektor ekonomi kreatif (EKRAF) contoh : kuliner, kriya, fashion, desain grafis, film , musik, fotografi dan aplikasi",5,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,"Peluang usaha seni rupa 2D : desain poster, ilustrasi, komik, sablon kaos, desain logo, dan konten digital",0,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"contoh produk EKRAF karya dan kuliner 
kriya : kerajinan kayu anyaman batik
kuliner : kue tradisional, minuman kekinian, makanan khas daerah",10,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,"analisasi unsur seni rupa berarti mengidentifikasi dari penjelasan penggunaan titik, garis, warna, bentuk, dan unsur lain dalam sebuah karya.",10,Jawaban Siswa
Seni,Nama lain dari dua dimensi,"istilah dalam karya seni rupa contohnya: komposisi, proporsi, perspektif, gradasi, kontras, harmoni",0,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,"Pengertian seni dua dimensi, titik, garis, contoh karya seni gambar dan seni lukis",0,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"titik, garis, dan",2,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,"seni murni ialah seni yang dibuat tanpa adanya unsur-unsur seni rupa.
Seni  rupa ialah seni yang dibuat dengan adanya unsur0unsur seni rupa",0,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,memberikan kesan hidup pada suatu gabar seni dua dimensi,5,Jawaban Siswa
Seni,Jelaskan industry kreatif,industri kreatif ialah yang mendukung perekonomian industri karya seni,10,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"kuliner, fotografi, film animasi, seni rupa, kriya, DKV",8,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,karena karya seni rupa memiliki unsur atau akna tersendiri dan karya seni rupa dua dimensi banyak yang beredar,0,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"kriya : funiture, dan kerajinan tangan
kuliner : makanan lokal",10,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,"titik, garis, gambar, warna",5,Jawaban Siswa
Seni,Nama lain dari dua dimensi,dwimatra,10,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,Seni rupa yg memiliki panjang dan lebar. Contoh: lukisandan kerajinan,10,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"garis, bentuk, titik",10,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,"Seni murni fungsi utamanya estetika. Contoh patung pameran.
Seni terapan adalah simpel dn estetik. Contoh piring hiasan",5,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,"Biar bagus dilihat, Biar nyaman dilihat",0,Jawaban Siswa
Seni,Jelaskan industry kreatif,"ekonomi yg menjual kerajinan, Desain, seni rupa",0,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"Kerajinan, desain gambar, melukis, musik, seni rupa",3,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,"kerajinan yg bagus seperti lukisan yg bagus dan menarik, kerajinan kayu, dan dikung oleh mentri",0,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"desain, iklan, dan kue dihias dibuat sebagus mungkin",0,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,"garis, bentuk, titik",5,Jawaban Siswa
Seni,Nama lain dari dua dimensi,gambar,0,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,Pengekspresian atau untuk membuat suatu titik dan menciptakan karya 2 dimensi. Contoh gambar dan komik,5,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"unsur titik untuk membuat garis, unsur garis untuk membuat seninya, unsur warna untuk menghiasi atau menambahi seni agar enak dilihat, bentuk, dan ruang",10,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,Seni Murni asli dari pengekspresian atau seseorang kalai seni rupa terapan adalah mengcopy atau encontoh seni murni / menerapkan seni murni.,0,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,"untuk menambahkan kesan yang berwarna, agar menarik saat dilihat",10,Jawaban Siswa
Seni,Jelaskan industry kreatif,industri kreatif dalah pabrik ekonomi yang kreatif untuk menciptakan Barang bermanfaat dari bekas,10,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"arsitektur, Desaininterior, DKV, Desain produk film, animasi, fotografi, kriya, kuliner, musik, fashion",10,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,"desain grafis dan branding, ilutrasi digital (komik, animasi, 2D, produk Seni tradisional, pameran, dan galeri seni)",0,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"kriya (kerajinan tangan) : anyaman atau aksesoris, kerajinan keras
kuliner : olahan kreatif, makanan kemasan, camilan ringan",10,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,"titik dan garis =  dasar seni rupa yang dapat dihubungkan, goresan membentuk struktur.
Bidang dan bentuk : permukaan datar hasil pertemuan garis.
Ruang : karya seni 3D kesan di kerja 3D
warna : elemen ekspresif atau kesan nyata
tekstur : sifat permukaan benda
gelap terang : kesan 3D dalam konstruktor",10,Jawaban Siswa
Seni,Nama lain dari dua dimensi,Cabang seni visual yang dinikmati melalui penglihatan dan peradaban,0,Jawaban Siswa
Seni,Jelaskan pengertian seni rupa dua dimensi dan sebutkan dua contoh karyanya,memiliki gambar yg bagus dan mempunyai warna warna yang terang,0,Jawaban Siswa
Seni,Sebutkan dan jelaskan tiga unsur unsur seni rupa dua dimensi,"mempunyai warna yg bagus, gambar yg rapi, dan menjadi seni rupa 2 dimensi",0,Jawaban Siswa
Seni,Jelaskan perbedaan antara seni murni dan seni rupa terapan,"menggunakan alat secara murni, dan memakai alat yg terang atau bagus",0,Jawaban Siswa
Seni,Jelaskan menurut kalian fungsi warna dalam karya seni rupa dua dimensi,"agar pekerjaan kelihatan sangat bagus, dan mempunyai karya seni rupa 2 dimensi",0,Jawaban Siswa
Seni,Jelaskan industry kreatif,"membuat karya seni rupa 2 dimensi, dan unsur-unsur seni rupa",0,Jawaban Siswa
Seni,Sebutkan sepuluh subsektor di Industri Ekonomi Kreatif,"karya, seni rupa, seni murni, 2 dimensi, unsur-unsur, industri, kreatif, subsector kriya dan kuliner",0,Jawaban Siswa
Seni,Mengapa karya seni rupa dua dimensi memiliki peluang besar dalam industri kreatif,karena hasil karyanya sangat bagus dan memiliki industri kreatif,0,Jawaban Siswa
Seni,Sebutkan contoh produk industri kreatif di bidang atau subsector kriya dan kuliner,"membuat lukisan, gambar, atau membuat karya seni rupa 2 dimensi",0,Jawaban Siswa
Seni,Sebutkan unsur-unsur seni rupa,"mempunyai warna yg bagus, gambar yg rapi, dan menjadi seni rupa",0,Jawaban Siswa
Seni,Nama lain dari dua dimensi,karya seni rupa dan industri kreatif lainnya.,0,Jawaban Siswa
Bahasa Indonesia ,Jelaskan dengan bahasamu sendiri apa yang dimaksud dengan Teks Laporan Hasil Observasi!,LHO adalah teks yang berisi hasil pengamatan terhadap suatu objek secara faktual.,10,Jawaban Kunci
Bahasa Indonesia ,Sebutkan tiga ciri utama dari Teks Laporan Hasil Observasi!,"faktual, objektif, menggunakan bahasa baku.",10,Jawaban Kunci
Bahasa Indonesia ,Apa tujuan dibuatnya teks laporan hasil observasi? Jelaskan secara sederhana.,memberi informasi faktual kepada pembaca.,10,Jawaban Kunci
Bahasa Indonesia ,Jelaskan apa yang dimaksud dengan teks anekdot menurut pemahamanmu.,cerita singkat yang lucu atau menyindir.,10,Jawaban Kunci
Bahasa Indonesia ,Sebutkan dua ciri yang selalu ada dalam teks anekdot.,mengandung kelucuan dan sindiran.,10,Jawaban Kunci
Bahasa Indonesia ,Sebutkan struktur teks anekdot dan jelaskan secara singkat setiap bagiannya.,"abstraksi, orientasi, krisis, reaksi, koda.",10,Jawaban Kunci
Bahasa Indonesia ,Apa yang dimaksud dengan hikayat? Jelaskan dengan bahasamu sendiri.,cerita lama yang berisi keajaiban dan unsur fantastis.,10,Jawaban Kunci
Bahasa Indonesia ,Sebutkan tiga ciri khas hikayat sebagai karya sastra lama.,"tokoh sakti, alur sederhana, penuh keajaiban.",10,Jawaban Kunci
Bahasa Indonesia ,Sebutkan struktur umum hikayat dan jelaskan fungsi masing-masing bagian.,"pendahuluan, peristiwa, penutup.",10,Jawaban Kunci
Bahasa Indonesia ,"Dari ketiga jenis teks (LHO, Anekdot, Hikayat), pilih salah satu dan jelaskan pesan atau nilai yang biasanya ingin disampaikan penulis melalui teks tersebut, berdasarkan pemahamanmu",hikayat mengajarkan keberanian dan kejujuran.,10,Jawaban Kunci
Bahasa Indonesia ,Jelaskan dengan bahasamu sendiri apa yang dimaksud dengan Teks Laporan Hasil Observasi!,"Teks LHO adalah teks yg kita tulis dari melihat atau menonton suatu seperti hewan, tumbuhan atau Penjelasan, secara rinci",10,Jawaban Siswa
Bahasa Indonesia ,Sebutkan tiga ciri utama dari Teks Laporan Hasil Observasi!,"bersifat objektif, disusun sistematis, ditulis berdasarkan fakta",10,Jawaban Siswa
