username,sentence,food_quality,price,service,ambiance,portion
ningida,"sego sambel khas banyuwangi. kalau di surabaya seperti mak yeye. atau di sidoarjo seperti sego sambel mak siti. lokasi di kota. gampang diakses. menunya sudah ready. tinggal bilang aja mau lauk apa. ada ayam goreng, udang goreng, telur dadar, ikan mukair, ikan kembung, dan lele. seporsi disajikan dg rebusan daun ubi, timun, kemangi, terong goreng, ikan asin, tempe, tahu dan sambal tomat mentah. sambalnya pedes poll. sedep dan pedes. nasinya panas. jadi bikin keringetan. ada es teh, air mineral, dan temulawak. dua porsi nasi dg lauk dan udang. dan dua porsi minuman 47k. cukup terjangkau.",negative,positive,neutral,neutral,positive
Ika Mura Riskita,"iseng² nyari di tiktok akhirnya ketemu nasi tembong mbok nah ini langsung jatuh hati. makanannya wenakkk bgt apalagi pedesnya mantap polll. next kalo main ke banyuwangi lagi bakalan mampir. rekomen bgt,",positive,neutral,neutral,positive,neutral
Retno DL,recomended murah meriah penjualnya ramah²,neutral,positive,positive,neutral,neutral
Kun R,"enaak! rasa pedas sambalnya pas, tidak overwhelm. pilihan lauknya juga banyak, mulai dari ayam, telur dadar, ikan, udang, paru, dll. nasi tempong paling enak di banyuwangi.",positive,positive,neutral,positive,positive
Wendrari Adventurous,"porsinya banyak tapi rasanya biasa saja. telur dadar krispinya gak berasa krispi, alot. minuman jeruk hangatnya hanya jeruk nipis yg tidak berasa asam. makannya di meja panjang kursi kayu panjang. anehnya rame penuh yg makan.",negative,neutral,neutral,neutral,positive
yosi asmara,baru pertama kali ke banyuwang coba nasi tempong ini. enakkk dan murah,positive,positive,neutral,neutral,neutral
alifiera putri afifah,"nasi tempong pakek telur harganya cuman 11 ribu plus jeruk anget 4 ribu, ya bolehlah harganya masih terjangkau",neutral,positive,neutral,neutral,neutral
Azzia Bunga,"rasanya juara, karena yang makan banyak jadi nunggu tempat dulu. better ada tambahan orang khusus untuk helper min. jadi piring bekas makan tidak dikerubuti serangga.",positive,neutral,neutral,neutral,positive
swan 1803,"lokasi strategis pinggir jalan makanan enak, murah, banyak varian pelayanan juga ramah recomended",positive,positive,neutral,neutral,positive
Agus Sunaryo,"bintang 3 bukan karena gak enak atau yg lain, menurut saya lauknya cukup sederhana cuma mungkin sambalnya yg jdi penarik org mkn disini, harga murah, tempat biasa saja, pelanggan banyaaakk.",positive,positive,neutral,neutral,positive
rami aja,"nasi tempong worth it murah, rasa enak andai tempat lebih bersih dan memadai, mungkin lebih baik",positive,positive,positive,positive,neutral
Mrs Rania,"nasi tempong itu khas kota banyuwangi hampir sama seperti penyetan atau sego sambel. kalau nasi tempong untuk lalapannya memakai sayur bayam yang sudah direbus kemudian disiram sambalnya. sambalnya mantap dan pedas. harga murah,saya pesan telur dan ayam hanya habis 33k sudah termasuk es teh. lokasi cukup strategis ditengah kota.",positive,positive,neutral,positive,positive
zidni am,"murah dan enak nasi tempong merupakan makanan khas banyuwangi berupa nasi putih, lauk tahu, tempe, ayam, ikan sesuai selera, sayur lalapan, dan sambal yang hot. cuma sayang tempatnya agak kurang bersih, semoga kedepannya tempatnya lebih nyaman lagi biar makin mantappp",positive,positive,neutral,positive,negative
Anindita Oktari,"sampe lupa foto makananya. datang kesini pas weekday jadi gak terlalu rame, makannya enak apalagi sambelnya pedes banget. rekomen buat pecinta sego sambel aliran pedashh",positive,positive,neutral,neutral,positive
Ayu Acc Malang,"endesss pedes masih seperti yg dulu enak mbok nah pake tahu tempe dadar jagung. ayam . rempelo ati.telor dadar. sayurnya seger enak ijo dan krentus krentus labu siam nya ada sayur bayam dan sayur selada aer. terutama saat ikan asin nya. pol . pulang kampung kesini lagi a saking pedees,,,, es teh nya abis 3 gelas mbok nah mongah2",positive,neutral,neutral,neutral,neutral
Firzi Ramadhan,"lauknya lengkap mulai dari lalapan, tahu tempe, ikan asin dan tambahan lauk pepes tongkol dan telur dadarnya mantap dan yang paling saya suka sambalnya wuenakk polll, harganya sangat terjangkau",positive,positive,neutral,neutral,neutral
M. Zaid Shah Alam,"tempat makan nasi tempong yang menurut saya enak dan sesuai dengan kantong , tapi kalau dari saya sendiri yang saya suka telur dadarnya, dengan rasa nya yang enak. atau mau pilihan lauk lain ada ayam yang lumayan besar potongan nya atau lauk lain seperti ikan udang sotong dan lain sebagainya",positive,positive,neutral,neutral,neutral
Tri,salah satu tempat penjual makanan khas banyuwangi yang bisa dinikmati dari pagi sampai malam. ibu-ibu penjualnya sangat ramah. porsi juga cukup besar. untuk rasa menurutku juga cukup enak apalagi untuk telur dadarnya cukup temting meskipun sedikit greasy. tempat ini sangat cocok untuk casual dining. apabila ingin tempat yang lebih fancy bisa mengunjungi satunya. secara personal saya memilih mengunjungi yang ini karena rekomendasi salah satu teman yang asli banyuwangi nasi tempong mbok nah rasanya lebih autentik.,positive,neutral,positive,positive,negative
cornelia diyah,"makan 2 orang 1 ayam, 1udang,1 jeroanes tehteh anget rp 45.000 porsi jumbo menurut perut q. kenyang. sambelnya biasa aja ga begitu pedes untuk lidah q ya guys.",negative,neutral,neutral,neutral,neutral
Agung Dedy,kesini karena google reviewnya banyak. makannya enak sambelnya gak terlalu pedes. harganya yang oke banget untuk tempong komplit,positive,positive,neutral,neutral,positive
Siti Jamiyah,tujuan akhir jika bingung mau makan apa atau klo lagi kurang selera makan pasti nasi tempong mbok nah tujuan akhirnya secinta itu lauk nya lengkap bisa milih sepuasnya sampai malem juga bukanya dan harganya murah meriah dapet banyak poll nasinya pokok di jamin bikin kenyang,neutral,positive,neutral,neutral,positive
Endra Wae,"saya membeli lauk tanpa nasi, pelayan staffnya langsung cuek sayur tidak diberi. semoga kedepannya diperbolehkan membeli lauk tanpa nasi",neutral,neutral,negative,neutral,neutral
Vella Okta,"nasi tempong khas banyuwangi yang sambelnya mantep dengan banyak banget pilihan lauk tambahan. satu porsi udah termasuk tempe, tahu, perkedel, ikan asin sama rebusan bayam. tertarik sama telur dadar gimbalnya, tapi ternyata berminyak banget.",neutral,neutral,neutral,positive,positive
SANDFISH,"sangat skena, seperi namanya mbok nah. lumayan pedas bagi orang yang biasa makan sambal",neutral,neutral,neutral,neutral,neutral
Cindy Alverina,enak banget the best,positive,neutral,neutral,neutral,neutral
Mas Bro,"saya ingin kasih bintang 1 semua, tapi ga baik nutup rejeki org, semoga pelayanan dan kebersihannya ditingkatkan, ke sana buat beli bukan minta",neutral,neutral,positive,positive,neutral
Farrell Oliver,"harganya ga konsisten, yg murah mah murah yg mahal malah kemahalan, pdhl menunya ga bda jauh",neutral,negative,neutral,neutral,neutral
Elif Murniasih,"pertama kali coba nasi tempong d banyuwangi, kata orang banyuwangi sendiri biasa tapi menurutku bagi yg pertama coba enak lauknya banyak pilihan, cumi, udang, telor dadar keriting, ayam, rempelo hati, ikan goreng, dll sambelnya maknyos pedes cuma kalau makan d dalam agak panas, deket trotoar baru mayan seger",positive,neutral,neutral,neutral,positive
Khukuh A. Yuda,"akhirnya setelah sekian tahun berlalu, bisa kembali menikmati tamparan sego tempong mbok nah. alhamdulillah. bernostalgia, mengingat kembali saat saya dinas kerja di banyuwangi. sego tempong ini salah satu yang menjadi penyebab berat badan naik 10 kg selama di kota ini. puas banget menikmati topping yang biasa saya pesan, telur dadar dan udang tusuk. biasanya, kalo order lewat gojek, saya minta sambalnya kalo makan di tempat, siraman sambel 1 sendok saja sudah cukup. buat kamu yang doyan pedes, harus banget cobain sego tempong mbok nah ini. tapi ajaibnya, pedesnya ga akan nempel lama di mulut, tapi entah ya kalo nantinya harus diekstrak di perut, buat yang ga terlalu tahan, pasti agak mules. yang baru pertama kali ke banyuwangi dan pingin cobain nasi tempong, cuss deh cobain ke sini. dijamin nagih!",positive,positive,negative,positive,positive
Henry Bangun,cukup rame tapi penjual tetap ramah pas melayani. porsinya banyak dan harga sopan di kantong. pilihan lauk cukup variatif. rekomendasi telor dadarnya. kalo ke banyuwangi wajib nyoba kesini,positive,positive,positive,positive,positive
Rizal Afendi,setiap kali ke banyuwangi pasti kesini karena rasanya konsisten dan makanan selalu fresh. wenak poll,positive,positive,neutral,positive,positive
Ridho Ismail,"ayamnya tebel banget dominan gurih ketambah asin dari ikan asinnya. terus sayurnya seger banget sangat refreshing tapi sambelnya pedes banget tapi masih bisa ditolerir. parkirnya kalau pakai mobil agak susah, kalau jam makan siang agak ramai.",positive,neutral,neutral,neutral,neutral
Maulindawaty Husain,"pergi ke sini karena warung sebelah yg viral sdh banyak komen miringnya, alhamdulillah yg disini makanannya bersih, ga ada lalat di tempat makanan dipajang, ya secara sambel lumayan pedesnya lauknya macem2, tempat makannya gak begitu besar lokasi pinggir jalan, antrinya gak begitu lama, ibu nya sat set kok, makan 2 lauk udang telor es teh 27.000",neutral,neutral,negative,positive,positive
Elysa Wu,"nasi tempong yg termasuk murah, tapi pilihannya ngak yg terlalu banyak banget ya. dy ud dpt sayur, tahu, tempe, bakwan jagung, ikan asin, sambel, tinggal tambah mau lauk apa. tadi makan tambah pepes tongkol jadi 16rb sajahh. agustus 2023",neutral,positive,neutral,neutral,positive
Nilam Cahya,"kalau kata orang banyuwangi maah ini langganan nya anak anak. tapi kalau kataku ini mah enak, sambel nya pas. gak pelit dan gak pedes banget. menu favorit aku adalah udang dan rempelo atinya, the best pokok.",positive,positive,neutral,positive,neutral
siska chin,"biasa aja , masih enak pak agus dan lebih bersih disini ambe2 smua pake tangan . begitu liat sbnrnya uda ga selera makan zaman skrg kok msh ada yg ga pake srg tangan atau jepitan ya. ada baiknya lbh bersih lagi",neutral,neutral,positive,positive,neutral
Buma Dika,"nasi tempong yang bersaing dengan mbok wah. kalau disini seporsi nasi tempong isinya nasi, bayam rebus, kul, sawi rebus, timun, kemangi, tempe goreng, tahu goreng, ikan asin, bakwan jagung, sambal terasi, dan lauk pilihan. emang lebih",neutral,neutral,neutral,neutral,neutral
ono bangun,"bagi mereka yang pernah berkunjung ke banyuwangi, jawa timur akan kurang afdol jika tidak mencoba kuliner khas banyuwangi. nah, salah tempat yang wajib dikunjungi adalah nasi tempong mbak nah. sambal",neutral,neutral,neutral,positive,negative
Steven Antonius,"makan ber3 cm 67rb, sudah nasi tempong lengkap 2, udang, telur 2, ikan laut,sama lele,rasa sambalnya pedas mantab, enk smua mknannya.",neutral,neutral,neutral,neutral,neutral
Ariv Mj,"tempat ini makin lama makin keren aja, harganya juga tetap murah. dulu pertama kali kesini pas tahun 2015an, diajak temen dan langsung ketagihan sama makanan disini.",neutral,positive,negative,positive,positive
Mochamad Maulana Santoso,"makanannya enak, harga juga tidak mahal, bisa makan di dalam atau diluar ruangan. pilihan lauk banyak.",positive,neutral,neutral,neutral,positive
Stefanus Aldi,"first time cobain nasi tempong, banyak rekomendasi dari teman2, tapi memutuskan utk ke mbok nah.",positive,neutral,neutral,neutral,positive
alfons hartono,"ini adalah salah satu nasi tempong favorit saya di banyuwangi!!! menurut saya pribadi ini yang juara 1 hehehehe. menu lauk yang cukup variatif mulai dari ikan laut, ayam, lele, dan telur dadar.",positive,neutral,neutral,positive,positive
salma zakiyah,"enak, porsi banyak, dan harga terjangkau. bagi yg kurang doyan pedas lebih baik minta kalau sambalnya sedikit saja. tempatnya juga mudah dicari",positive,positive,positive,neutral,negative
Aulia Putri Gandari,"enak banget, ikannya garing dan gurih. wise price untuk rasa yang pengen balik lagi!!",positive,neutral,neutral,neutral,neutral
Wisa Widjanarko,"mudah dijangkau dan ditemukan harga ramah dikantong varian lauk beragam, sambalnyaa endul bangeet",neutral,neutral,neutral,neutral,neutral
Stefanus Aldi,"first time cobain nasi tempong, banyak rekomendasi dari teman2, tapi memutuskan utk ke mbok nah. dan enak banget, sambalnya pedes tapi gk pedes yg kebas, ok buat saya. suasana nya ada indoor dan outdoor teras sejuk, cuma yg indoor panas parkir motor di pinggir jalan, kalo mobil mungkin bisa nitip di ruko2 sekitar ?",positive,neutral,neutral,neutral,positive
Fadilla Nur Khoiriyah,puedes puoll sambel tempongnya. untung rasa berasa kek masakan rumahan ibu jadi wajib di coba guys,positive,neutral,neutral,neutral,neutral
Hana Isnaini,"nasi tempongnya lengkap dan banyak variasi. letaknya sebelah jalan raya jadi tidak terdapat tempat parkir, namun bisa parkir dipinggir jalan raya karena tidak terlalu padat. untuk harga lumayan terjangkau. namun telur gorengnya terlalu garing sehingga tidak berasa telur. sambalnya juara.",positive,positive,neutral,neutral,positive
Rudi Hartono Salim,lha ini salah satu makanan khas banyuwangi buat penyuka makanan pedes nasi tempong mbok nah ini recommended banget pedes sambelnya nampol tenan ada juga varian lauk tambahan. jadi bisa buat nambahin selera makan. warungnya sederhana. harga bersahabat. harus cobain kalo sobat ada deket daerah sini.,positive,positive,neutral,positive,neutral
Novi Kristina Aris Sandi,"slh satu warung sego tempong favorit para natives sm turis lokal dsna yg enk bgt dan harga terjangkau, pilihan lauk bnyk dr ayam, ikan smpe gorengan, pilih satu lauk aja udh ckp krna di dlm satu piring udh dpt beberapa lauk tmbahan kyk dadar jagung, tahu, tempe sm ikan asin plus lalapan sm sambelnya",positive,positive,neutral,neutral,neutral
Andieka Almas,kalau ke banyuwangi wajib ke sini. harga makanan plus minum seporsi kurang dari 20k. rasanya lauknya cukup enak dan sambalnya benar-benar nempong nampol,positive,neutral,neutral,positive,neutral
retno pusalia,"sego tempong khas banyuwangi enak, namun ada beberapa hal yg perlu untuk diperbaiki seperti makanan terutama sambalnya yang kurang konsisten, kadang enak kadang sangat asin sekali, padahal sambal adalah komponen yg sangat penting dalam pertempongan. layanan karyawan ramah, namun perlu diperbaiki karena ada beberapa karyawan yg terkesan jutek suasana perlu ditingkatkan utamanya masalah kebersihan sehingga membuat konsumen nyaman.",positive,neutral,positive,positive,negative
Irawan Prayoga,"pertama kali ke banyuwangi makan nasi tempong, ternyata modelnya mirip sama nasi pecel sebenarnya. sambel dan sayurannya enak. ayam gorengnya juga oke. sangat direkomendasikan untuk yang lagi nyari menu tradisional banyuwangi.",positive,positive,neutral,positive,neutral
Rudy Hermawan,"sensasi warung tradisional dgn rasa cukup nikmat, cucok buat maksi note toilet cuma utk bak ya",positive,neutral,neutral,neutral,positive
Muhammad Firdaus Rahmatullah,"tempat ini merupakan warung nasi tempong mbok nah. terletak di jalan kolonel sugiono, banyuwangi. menyediakan nasi tempong dengan beraneka lauk dan minuman. porsi pas. sambalnya mantap. harga terjangkau.",positive,positive,neutral,positive,positive
Awi Awichan,"tidak sesusai ekspektasi, lebih enak mbok wah , cape antrinya g jelas, yg belakangan dikasi dluan, yg dluan dikasi belakangan, pokoknya mau dapet dluan harus nyerobot . rasanya hambar dari ayam lele hati dan juga sambelnya hambar tidak sepedas tempong lain nya.cmn nilai plusnya hanya menang murah aja",neutral,positive,neutral,neutral,neutral
Dewi Anggi Priyani,"baru nyobain nasi tempong dan enak, sambalnya mantap, lokasi dipinggir jalan banget jadi rame, mana kendaraan yang melintas kencang-kencang banget pula",positive,neutral,neutral,neutral,neutral
Arantika Dwi Fibriana,"aku pikir nasi tempong tuh nasi lauk tempong ayam. ternyata nasi dengan berbagai lauk, ada udang, berbagai macam ikan, ikan, ayam, tahu, tempe, telur dan lain-lain. rasanya biasanya aja, porsinya banyak. tapi tempatnya agak kotor, waktu makan sambil mikir ini makanan ngolahnya gimana ya, bersih gak ya.",neutral,neutral,neutral,neutral,positive
diana pertiwi,"kalo beli nya pagi sekitar jam 10 gitu masih agak sepi , jadi gak terlalu antri , selalu mampir sini kalo pas mudik ke bwi",neutral,positive,neutral,neutral,positive
