username,review,char_length,word_count,length_category,estimated_tokens
Lizaa,"nasi tempong enakk, murah, porsi banyak bgt dan sambel nampol pedasnya. dengan harga rp. 17.000,- sudah dapet lauk ayam, bakwan jagung, tahu, tempe, ikan asin, sayur rebus dan sambel. sambel dibuat fresh. selama 3 hari di banyuwangi udah 2 kali berturut turut makan tempong ini karna nagih bgttt sambelnya!!! kurangnya hanya ada lalet hijau terbang dan kursi sedikit.",367,58,301-500,81.19999999999999
Ikhfina Dhea Faramitha,"rasanya otentiiiik banget kayaknya akan kangen terus sama nasi tempong ini, harganya super muraaah 2 porsi pake telur dan udang serta es teh cuma 41rb terngiang2 sih rasanya sampe sekarang, mampir disini aja buat cobain nasi tempong khas banyuwangi yaaa",253,40,201-300,56.0
Febri Ayudea,"murah bangettttt. makan berdua cuma 35ribu. tadinya udah mikir bakal mahal karena kan termasuk tujuan wisata hihihi. parkiran gampang, ada jukir, kalo parkir mobil lebih gampang parkir di seberang. antri, order makanan dulu, order minum, cari tempat duduk. dibalik juga gpp sih ada pilihan lauk yang bisa dipilih, default nasi tempong tempe, dadar jagung, ikan asin jambal. sambelnya kaya sambel penyetan gitu, hati-hati buat yang ga terlalu suka pedes makan pake tangan tapi ada wastafel",488,75,301-500,105.0
Annisa Mulia Nastiti,"tempatnya cukup mudah ditemukan, datang kemari sekitar habis maghrib waktu setempat, dan lauk sudah habis habisan. hanya ada pilihan ikan kembung dan ati ampela. porsi dan harga terbilang worth it ya. pedas sambalnya juga mantap. yang disayangkan adalah, karena berkunjung mendekati jam tutup, karyawan beres2 toko walaupun masih ada beberapa pelanggan yang makan di tempat. suasana makan jadi tidak tenang. mungkin lebih nyaman datang ke sini siang atau sore saja.",465,70,301-500,98.0
Ayu Andika,"tempat makannya sederhana, ada di pinggir jalan, tapi kadang kalau naik kendaraannya nggak pelan2, bisa kelewat. soalnya banyakkk banget tempat makan berjajar di sana dan bahu jalan banyak kendaraan parkir. jadi kadang kayak nggak keliatan gitu kalau nggak teliti. makanan di sini murah, enak juga dan porsi nasinya banyak. satu porsi udah terdiri dari nasi, sambal, sayuran rebus, tempe, tahu, bakwan jagung, sama ikan asin, abis itu tinggal kita mau nambah lauk apa. ibu penjualnya ramah sama pelanggan dan cekatan banget kalau ngelayanin. kemarin waktu beli pakai lauk telor dadar itu 11k dan yg pakai ikan tenggiri itu 16k.",627,99,501-1000,138.6
Michael W,"pertama kali cobain nasi tempong mbok nah mau pesan antri nya panjang banget, dan lauk nya habis sisa lauk telor aja rasanya enak, telor nya besar, kriuk tapi minyak nyabterlalu banyak sambel nya pedes manis enak banget penjual nya ramah banget harga 1 porsi cuma rp11.0000 untuk es teh nya rp3.0000",299,51,201-300,71.39999999999999
Hesty Mangunsong,"suasana warung biasa seperti umumnya warung makan, lumayan bersih kok ada wastafel utk cuci tangan jg. lokasi di pusat kota banyuwangi ya pilihan menunya banyak, sambalnya maknyooosss tp yg ga kuat pedes mintanya dikit aja ya sayang kalau terbuang kalau tdk habis aku lupa foto tempat lauknya ordernya lgsung ke meja semua lauk ada ya, pilih yg kamu suka kecuali tahu tempe sayur itu sdh bagian dari nasinya ada ayam, udang, telur dadar, dll banyak deh rasanya pas banget buatku krn tdk manis sprti umumnya lauk khas jawa, enaaaakk lah, harga jg standar murah kok",563,95,501-1000,133.0
Astri Dewayani,you could request the spicy level tempatnya enak naik motor,59,10,51-100,14.0
puspita sari,"setelah sekian lama tinggal di bwi akhirnya nyobain juga nasi tempong ini, kemarin beli untuk dibungkus karena ramenya pol²an klo makan di sini apalagi pas musim liburan. sambelnya enak, lauk ayamnya enak, harganya 16rb kalau pakai lauk ayam.",242,38,201-300,53.199999999999996
Fajar Permadi,"untuk menikmati nasi tempong mbok nah perlu antri cukup panjang, sambalnya cukup banyak, pilihan lauk juga banyak. sambalnya cukup pedas bagi saya, bagi yg lain masih belum cukup pedas katanya. tempat cukup luas, ada pilihan di kursi atau lesehan. mantap pedasnya",263,41,201-300,57.4
Miftakhul Amaliya,"wahhh inisih gausah di raguin lagi, nasi tempong andalan dari dulu, porsinya gede juga, tempatnya enak, pelayanannya oke, tapi pasti rameee, jadi harus sabar mengantri ya gaisssss",179,27,101-200,37.8
Jeffri Cahyono,"seperti nasi sambelan pada umumnya, nasi putih hangat disajikan dengan sayuran, sambal dan lauk. sambalnya pedas tapi justru ini yang bikin ketagihan. lauknya kita bisa milih, ayam goreng, telur, ikan, lele, jeroan dll. aku pake ikan laut tambah telur dadar yang krispi banget. makanan enak, lokasi tempat makan cukup sempit. kalau datang saat jam makan bisa jadi harus nunggu meja ada yang kosong. ps. harap sabar yang mau makan, di sini tak ada nomor antrian dan masih banyak warga 62 yang pingin nyerobot antrian.",516,84,501-1000,117.6
Arya Darmansyah,"makanan khas banyuwangi, setiap bwi pasti mampir disini dan gak pernah absen. menu lauknya banyak, sambelnya pedes tp mantap. parkiran agak susah karena pas pinggir jalan. tempatnya indoor non ac",195,30,101-200,42.0
Fikri RF06,"nasi tempongnya enak dengan topping yang lengkap, sayurnya cukup banyak dan lauknya pun tidak pelit. datang ke sini jam 8.15 dan sudah lengkap menunya, juga sudah ada pembeli lain yang datang sebelumnya. rasanya enak sesuai ekspektasi. sambalnya cukup pedas untuk ukuran saya. warungnya tidak begitu luas dengan meja memanjang di samping tembok, namun kursinya cukup banyak. di sini juga tersedia minuman lokal temulawak.",421,63,301-500,88.19999999999999
Nita Dewi,"enakkk sambelnya mantap, pilihan lauknya banyak, kemaren beli 2 porsi plus ayam, telur asin dan extra sambel plus kerupuk cuma 40k",130,21,101-200,29.4
adink odink,"makanan khas banyuwangi yang nikmat. banyak berbagai pilihan lauk pauk yang menarik. harga relatif murah untuk rasa yang lezat. sambal tidak terlalu pedas, jadi cocok buat yang tidak suka pedas.",194,30,101-200,42.0
Gilang Aditya,"nasi tempongnya enak dengan berbagai lauk mulai dari telur crispy, ayam goreng, ikan goreng, ati, dll. kalau mau coba salah satu rekomendasi nasi rempong bisa kesini. yg susah paling parkir dan meja makannya yang terbatas.",222,35,201-300,49.0
Fitri Nuzulia R,"kalau main ke bwi pasti bakalan makan kesini lagi deh. selain makanannya enak, porsi banyak, lauk lengkap harganya murah pula. minta tambahan sambel pun boleh. sambelnya pedes seger.",182,28,101-200,39.199999999999996
eRGe,"sambelnya juara, pedesnya yang maksimal dipadukan dengan nasi yang masih panas, lkan yang gurih, serta tempe goreng terenak yang pernah gua makan. rekomended banget kalau lagi di banyuwangi, wajib mampir kesini! balik lagi setelah 6 tahun, dan tetep enak ya alloh menu yg dipesan hari ini sederhana, nasi telor dadar. tapi nikmat bangeet! makanan yang wajib gua kunjungi kalau ke banyuwangi",390,61,301-500,85.39999999999999
Taufan Yusuf Nugroho,"kedua kali menikmati nasi tempong mbok nah di banyuwangi. warung di ukuran kios tersebut selalu ramai pengunjung baik dari jam buka hingga tutup. di sini yang jelas bikin lidah bergoyang dan nagih adalah segar pedasnya sambel tempong. beh, ini dikasih lauk apa saja masok pokoknya. pelayanannya ramah dan humoris juga. jadi buat pengunjung juga gak keki. soal harga tentu bersahabat lah. jadi tak perlu khawatir saat ingin mencicipi olahan nasi tempong di warung mbok nah. jajal langsung ya kalo pas singgah di banyuwangi.",522,83,501-1000,116.19999999999999
rizki rachmansyah,"kuliner yang wajib di coba jika ke banyuwangi , sego tempong mbok nah , lauknya enak , sambalnya mantap harganya murah , tapi harus siap natri jika jam makan , tapi pokonya mantap rasanya , ke banyuwangi belum lengkap rasany jika belum coba kuliner ini sego tempong mbok nah rasa 8.810 tempat 8.010 harga 15k",308,55,301-500,77.0
Deddy Ariadi,"pilihan lauknya lumayan lengkap, sambalnya enak banget, pedesnya pas ga bikin kebakaran, harganya sangat bersahabat, termasuk nasi tempong terfavorit saya sejauh ini, selain karena harganya juga ga mahal.",204,28,201-300,39.199999999999996
Panji Nugroho,"legend banget, klo ke banyuwangi wajib sih kesini",49,8,0-50,11.2
santa edgina,pelayanannya ramah sekali pilihan lauk banyak,45,6,0-50,8.399999999999999
Irsyad Fuadi,"salah satu warung andalan di banyuwangi, nasi tempong mbok nah, ga pernah sepi. banyak pilihan lauk, harga juga murah cocok buat anak kost, porsi nasinya banyak. waktu ngekost di banyuwangi terus bingung makan apa pasti ke warung mbok nah, lauk tinggal milih dijamin kenyang, sambalnya joss enak sekali",302,48,301-500,67.19999999999999
so hin sing,"sambel nya sangat enak, lauk bervariasi, harga terjangkau, harus anti, self service.",84,12,51-100,16.799999999999997
Andre Leonardo,"saya kurang tau apa lidah saya yang tidak cocok atau gimana tapi yang saya rasakan ciri khas sambalnya bukan yang di masak alias segar yang isinya tomat, sambal dan bumbu. rasang cenderung kecut yaaa",199,34,101-200,47.599999999999994
Frisca Tyas,"baru kali ini makan nasi tempong lauk telur masih ada kulit telurnya. gimana yg masak sih masak gak keliatan, orang disuruh makan toping cangkang telur",151,25,101-200,35.0
william kusuma,"tidak bersih dalam penyajiannya. pelayan yg mengambil makanan langsung dengan tangan telanjang tanpa sarung tangan ataupun sendok. padahal mereka habia memegang uang. walaupun masakannya rasanya enak, tapi kalo tidak bersih seperti itu big no !!",245,35,201-300,49.0
Angelia Stephanie,"mantab enak, sambelnya wangi, lauknya fresh, porsinya pas, sesuai dengan harga. ikannya besar2, endullita",105,14,101-200,19.599999999999998
Thea Napitupulu,"sambalnya pedas. tapi yang namanya sambal sego tempong itu memang harus pedas. bau terasinya juga terasa. lauknya juga fresh dan rasanya pas saat dimakan. ada berbagai macam lauk, ayam, udang, ikan, telur, dll. sayurnya juga fresh terlihat hijau jadi vitaminnya masih ada. saat jam makan siang full dan ramai. harganya murah dan sesuai dengan kantong. pelayanannya juga cepat banget.",383,59,301-500,82.6
Yoga Jalasena,kebetulan dapet nasi yg kurang fresh. telor dadarnya terlalu garing banget. bumbu cuminya juga biasa saja. sambel lalapan oke sekali.,133,20,101-200,28.0
Sholhan Aziz,"nasi sambal tempong super mak nyus di banyuwangi. super komplet nasi tempong dengan nasi, tempe dan tahu goreng, sayur rebus, ikan asin plus sambal tempong nya sedap walaupun bentuk nya bukan restoran namun lokasi dan akses mudah biasanya selalu ramai tahu dan tempe nya gurih, ikan asin nya tebel dan lezat, telor goreng nya kriuk, ikan goreng nya sedap sambal nya saya bertiga makan malam di sini. nasi temponh 2 porsi pakai ikan goreng dan 1 porsi nasi tempong pakai telur goreng, plus tempe goreng 1 porsi 6 potong plus es teh 3 total gak sampai 60k yang doyan pedas yang satu ini jangan sampai kelewatan.",609,106,501-1000,148.39999999999998
EW Tanto,"warung ini menjual kuliner khas banyuwangi yakni nasi tempong. nasi tempong adalah nasi putih yang diberi sayur kangkungbayam sedikit asin dan diberi sambel yang cukup pedas sedikit asin juga. tempatnya berada di pinggir jalan. parkir mobil juga di bahu jalan,jadi kalau pas ramai dan tidak memperoleh tempat parkir,maka parkir agak jauh dari tempat lokasi. antriannya banyak,tidak dipisahkan yang dimakan di tempat dan di bawa pulang,dan karena berjubel,semua konsumen minta dindahulukan,tapi untungnya penjualnya ingat urutan konsumen yang datang lebih awal sambil menunggu dan agar cepat antrian,silahkan melihat lauk apa yang ingin ditambahkan. standar nya hanya nasisayur kangkungbayamtahutempe jumlah tempat duduk hanya cukup untuk 25 orang saja,belum lagi kalau ada yang merokok di dalam warung. lebih enak makan di trotoar,makannya lebih leluasa. kalau untuk anak anak,bisa pesan nasinya tidak diberi sambel cukup murah di kantong",938,133,501-1000,186.2
B,"lokasi gampang ditemukan. untuk porsi sangat mengenyangkan dengan harga yang bersahabat. kami pesan 2 nasi tempong dengan lauk ayam goreng, lele goreng, telur dadar 2, es teh 2, kerupuk 1 dan pepes ikan kecil 1, harga yang harus kami bayar hanya 49ribu. saya suka dengan lauknya hanya saja sambal tidak sesuai selera saya karena terlalu asam dan baunya sepeti sayur basi. sambal tidak terlalu pedas bagi saya.",409,67,301-500,93.8
nurrima adlina,sambal tempongnya pedas tapi asin. kurang cocok di lidah saya. utk pepes nya enak. telur dadarnya lumayan sih. harganya cukup murah kok. per porsi 12.000.,154,25,101-200,35.0
sandy pradana,enak banget! harga murah meriah. sambel pedes tapi masih bisa dinikmati. sayang cuman lauknya agak adem. tapi offer all puas. makan berempat cuman habis 120ribuan. bakal balik lagi kalo ke banyuwangi.,200,31,101-200,43.4
Indri Lutviani,"nasi tempong terdiri dari nasi, tempe goreng, tahu goreng, bakwan, ikan asin, bayam rebus, dan sambal yang pedas mungkin ini rujak bayam yaa. untuk satu porsi 10.000 ada additional lauk bervariatif, ada udang goreng, ayam goreng, ikan goreng, lele goreng, telur dadar, ati ampela dll. additional lauk ini harganya beda beda. tapi menurut saya nasi tempong lauk dasar dari bawaannya udah cukup, murah lagi cuma 10.000 lokasi warung ada di pinggir jalan, tidak ada tempat parkir, jadi kalo bawa mobil agak susah ya, bisa parkir di pinggir jalan raya.",548,89,501-1000,124.6
Anthony Filbert,"ini salah satu nasi tempong favorit di kota! seharga 24rb aja bisa dapat lauk sebanyak itu meski nasi cuma 12 porsi. soal rasa, juga medok dan gurih, dipadukan dengan sambal tempong yang bikin keringetan cocok! kalo balik ke kota bakal sempetin ke sini. ig anthony_filbert tiktok jalanmakanfoto",294,47,201-300,65.8
ANINTESA,"harus sabar antri di sini karena ada beberapa orang yang masih ga ngerti cara antri. tapi ibu-ibunya tetap mendahului pembeli yang datang duluan. no worries. pesan 3 untuk dibungkus totalnya rp 50.000 sambelnya ga mengecewakan, sesuai ekspektasi.",246,37,201-300,51.8
Lala,"nasi tempongnya enak, harga affordable, banyak pilihan lauknya, sambalnya kalo aku pribadi sih kurang pedas but overall enak manis, asin, seger dari jeruk limaunya, bisa dine in or take away. untuk dine in tempatnya agak kureng ya apalagi kalo rame. parking areanya di pinggir jalan.",283,45,201-300,62.99999999999999
Putikeswara,"pembayaran tidak bisa non tunai, hanya tunai. opsinya bisa ambil cash di alfamart dengan jarak 20 meter yaa",107,18,101-200,25.2
Samsul Maarif,"mencoba nasi tempong, sambalnya sangat nampoooollll harga perporsinya terjangkau 14-16rb, kalau ke banyuwangi lagi ingin mampir lagi.",133,17,101-200,23.799999999999997
Hairul Anam Yahya,makaananya jangan ditanya mauntep poll. sampai nambah lagi. dan rasa sambelnya seger dan pedes untuk tempatnya kesana untuk pertama kali pakai maps kelwatan beberapa meter aja. soalny ketutupan mobil box,203,30,201-300,42.0
Maria Sugiono,"untuk yang suka pedas, makanan khas banyywangi dengan pedas yang menyengat ini latak di coba. ada banyak pilihan lauk pauk, sambalbya pedas menyengat, pelayanan cepat, lokasi di pubggir jalan sehingga mudah untuk ditemukan. rasa enak harga terjangkau.",251,37,201-300,51.8
Wishnu E. W.,"nasi tempong di sini cukup enak, pas di lidah. dan memang, ciri khas sambal nasi tempong benar-benar maknyus, nikmat banget. untuk menambah selera makan tersedia beberapa macam menu tambahan, seperti ayam, telur, cumi, ikan, dan lain sebagainya.",245,37,201-300,51.8
Teja Purnama,"21.000 nasi tempongudang 16.000 nasi tempong biasa dapet rekomendasi makanan khas banyuwangi yang wajib dicoba adalah nasi tempong mbok nah. seporsi sudah dapet nasi, sayur, ayam, tempe, tahu, sambel, dan kalau mau nambah lauk juga boleh. sebagai pecinta pedas, pedas sambelnya pas dan bikin nagih. mungkin yang kurang adalah ayamnya yang udah dingin jadi agak keras. tapi overall seporsi sudah oke dan harganya juga sangat terjangkau. lokasinya di pinggir jalan dan waktu itu agak panas karena siang hari. thank you",516,80,501-1000,112.0
Akil Mutawakkil,"enak, porsinya banyak. harganya lumayan si, tapi karena banyak jadi okelahh",75,11,51-100,15.399999999999999
Wilman,"mereka menyediakan nasi tempong yang terdiri atas nasi tentunya, sambal yang khas, sayur rebus, potongan timun, daun kemangi, tahu tempe, dan pilihan lauk yang hampir semuanya gorengan. lauk yang tersedia saat itu diantaranya adalah telur goreng, sate udang goreng dan ayam goreng. tempatnya sederhana, dipinggir jalan utama.",325,47,301-500,65.8
aiemtry,enak sekali dan murah meriah. menu lengkap dan tempat duduk tersedia walau tidak banyak. parkiran di pinggir jalan.,115,18,101-200,25.2
Ardian Wahyu,"salah satu kuliner yang wajib dicoba ketika datang ke banyuwangi. tempatnya dekat dengan bank bni. lauknya ada ayam, telur, dan berbagai macam ikan. dalam satu porsi nasi tempong itu iainya ada nasi, sayur, sambal, tahu, tempe, ikan asin kecil kecil dan lauk yang tersedia yang dapat dipilih. untuk rasa sambalnya itu pedas, asin dan masam yang bercampur jadi satu. jarang bisa menemukan sambal seperti itu. rasa yang nagih buat pingin balik kembali. tempatnya juga luas, banyak tempat duduknya jadi gak kebingungan untuk mwncari tempat duduk untuk makan.",555,87,501-1000,121.8
Jaya Laksana,"nasi tempong yg enaaaaak porsinyaa banyaak jenis lauknya buanyaaak lokasi di pinggir jalan gampang di cari - klo bawa mobil , parkir agak susah",143,24,101-200,33.599999999999994
Fatati Nuryana,"harga murah meriah, variasi tambahan lauk disamping lauk utama yang dipesan banyak, pelengkap sayurnya enak, dan yang pasti sambalnya mantap",140,20,101-200,28.0
melisa mailoa,"makanan favoritnya warga lokal banyuwangi. walaupun ngantri tapi servicenya cepat. tinggal tunjuk mau pakai pilihan lauk apa aja. ada ikan lele, udang, ayam, telor dll. rasa sambal tempongnya emang enak banget dan nggak pelit. harga satu porsi nasi tempong pakai telur dadar cuma rp11k. sayang kebersihan tempat dan alat makan kurang terjaga. sama kalau bisa pas nyendok sayur jangan pakai tangan, minimal pakai sarung tangan plastik supaya lebih higienis.",456,69,301-500,96.6
Endys Normala Paramasita,"slalu jadi tempat favorit. makan 3 porsi lauk telur 2, atirempelo 1 ngga kefoto tambah lele aja 1, es teh 3 total murah dan sambelnya enak bangeet. sambelnya dadakan dan lebih berair beda sama warung lain. jadi lebih menggugah selera.",234,40,201-300,56.0
heri noya,"nyobain sego tempong yang cukup legendaris di kab. banyuwangi, akhirnya sempat juga mampir di warung ini. kesan pertama sangat oke, dilihat dari banyaknya motor parkir dan pengunjung diwarung ini. lauk makannya sangat lengkap, ada telur dadar, ayam, lele, udang dll. pendampingnya ada dadar jagung, tempe goreng dan sayur rebus plus sambal terasi yang cukup pedas. overall puas",377,57,301-500,79.8
Tommy 2ndACE,"harga normal2 saja, pelayanan bagus, rasa nya kurang, sdh beda jauh dgn yang dulu. sambel nya sering sekali keasinan",116,19,101-200,26.599999999999998
Fanny Faizah,"salah satu menu wajib yang harus dicoba kalau ke banyuwangi nasi tempong. harga murah meriah, harga mahasiswa. porsi besar, dijamin kenyang banget. lokasi di pinggir jalan. lakunya enak, sambelnya pedes. mantap lah pokoknya",223,33,201-300,46.199999999999996
